Date,Open,High,Low,Close,Quantity,PERatio
20160325,31.00,31.50,30.95,31.30,4173806,17.58
20160328,31.20,31.40,30.90,31.35,3285004,17.61
20160329,31.00,31.30,30.35,30.70,4509946,17.25
20160330,30.85,31.45,30.85,31.25,5571784,17.56
20160331,31.30,31.50,31.00,31.50,8967429,17.70
20160401,30.85,31.05,30.40,30.80,5973561,19.74
20160406,30.40,30.50,30.00,30.00,7673379,19.23
20160407,30.00,30.30,29.30,29.85,7114308,19.13
20160408,29.75,30.20,29.45,30.20,9656406,19.36
20160411,29.40,30.20,29.40,30.20,5677983,19.36
20160412,30.20,30.60,29.90,30.50,5679663,19.55
20160413,30.60,31.60,30.55,31.60,13086226,20.26
20160414,31.70,33.25,31.70,33.00,25875557,21.15
20160415,33.10,33.85,32.50,33.55,12931841,21.51
20160418,33.95,35.00,33.25,33.95,9634724,21.76
20160419,34.00,34.10,33.40,33.50,6091233,21.47
20160420,34.15,34.20,32.60,32.85,7401150,21.06
20160421,33.20,33.50,32.85,33.50,6886014,21.47
20160422,33.50,33.55,33.00,33.10,3896026,21.22
20160425,33.00,33.50,33.00,33.20,2871499,21.28
20160426,33.25,33.50,32.75,32.95,3850041,21.12
20160427,32.75,33.30,32.70,33.00,4844395,21.15
20160428,33.45,33.60,32.80,33.25,6301468,21.31
20160429,32.80,33.10,32.45,32.90,6002725,21.09
20160503,33.00,33.00,32.40,32.65,5007366,20.93
20160504,32.00,32.35,30.45,31.00,12164122,19.87
20160505,30.40,31.10,30.40,30.80,9546128,19.74
20160506,30.50,31.00,30.15,30.70,6430243,19.68
20160509,30.30,30.70,30.00,30.00,5539471,19.23
20160510,29.80,30.40,29.70,30.20,6695646,19.36
20160511,30.40,30.55,29.60,29.65,6439671,19.01
20160512,29.50,29.80,29.45,29.70,3242925,19.04
20160513,29.40,29.55,28.80,29.00,6331183,20.57
20160516,28.60,28.75,28.30,28.60,5113153,20.28
20160517,28.65,29.15,28.40,29.00,7754507,20.57
20160518,28.50,28.80,28.25,28.50,7216600,20.21
20160519,28.40,28.45,27.55,27.70,11062502,19.65
20160520,27.80,28.45,27.70,28.30,7791850,20.07
20160523,28.30,29.20,27.60,28.80,8061643,20.43
20160524,29.00,29.15,28.80,28.90,4966406,20.50
20160525,29.50,29.50,28.90,29.25,5094740,20.74
20160526,29.25,29.40,28.85,29.30,4266685,20.78
20160527,29.40,29.45,29.20,29.45,3583194,20.89
20160530,29.30,29.85,29.20,29.65,3290573,21.03
20160531,29.70,30.05,29.20,30.05,19882895,21.31
20160601,30.00,30.20,29.65,29.90,4660171,21.21
20160602,29.90,30.10,29.80,30.00,5759975,21.28
20160603,30.10,30.70,30.05,30.70,4050057,21.77
20160604,30.70,30.90,30.50,30.60,1669790,21.70
20160606,30.95,30.95,29.90,29.95,4256085,21.24
20160607,30.40,31.45,30.40,31.30,8770491,22.20
20160608,31.30,31.65,31.15,31.60,5833268,22.41
20160613,31.60,31.95,31.20,31.50,6848307,22.34
20160614,31.45,31.75,31.15,31.30,4053170,22.20
20160615,31.30,32.55,31.30,32.20,8364820,22.84
20160616,32.00,32.00,30.60,30.65,10466081,21.74
20160617,30.95,31.90,30.95,31.90,9654795,22.62
20160620,32.20,32.40,31.90,32.20,4382406,22.84
20160621,32.20,32.50,32.15,32.50,6919844,23.05
20160622,32.50,32.75,32.10,32.75,5687278,23.23
20160623,32.70,32.70,31.90,31.95,3766262,22.66
20160624,32.30,32.40,31.20,31.50,8351458,22.34
20160627,31.05,31.65,31.05,31.50,2219826,22.34
20160628,31.00,31.90,30.85,31.85,2785373,22.59
20160629,31.80,31.95,31.45,31.50,4891161,22.34
20160630,31.55,32.05,31.35,32.05,7812886,22.73
20160701,32.50,32.70,32.20,32.65,10537924,23.16
20160704,32.70,33.65,32.65,33.65,12407965,23.87
20160705,33.70,34.35,33.55,33.95,13226714,24.08
20160706,33.95,33.95,32.80,33.10,10258417,23.48
20160707,33.10,34.15,33.10,34.10,10125131,24.18
20160711,34.70,35.10,34.30,35.10,20745207,24.89
20160712,35.10,35.10,34.50,34.80,8345835,24.68
20160713,34.95,35.10,34.70,35.00,10472583,24.82
20160714,35.00,35.10,34.80,35.05,6410562,24.86
20160715,35.00,35.50,34.85,35.25,10945807,25.00
20160718,35.30,35.50,35.05,35.50,8945221,25.18
20160719,35.55,35.75,35.40,35.60,10196350,25.25
20160720,35.60,36.00,35.25,35.30,10448434,25.04
20160721,35.45,35.65,35.35,35.50,12280999,25.18
20160722,35.45,35.95,34.65,34.85,12495110,24.72
20160725,33.90,34.15,33.45,34.10,10395954,24.18
20160726,34.10,34.10,33.60,33.75,4199417,23.94
20160727,34.00,34.05,33.75,34.05,2911286,24.15
20160728,33.95,34.10,33.65,34.10,5224710,24.18
20160729,34.10,34.10,33.80,33.90,4320349,24.04
20160801,34.00,34.00,33.60,33.90,4262763,24.04
20160802,33.90,34.40,33.85,34.40,4293001,24.40
20160803,33.70,34.95,33.30,34.90,6428564,24.75
20160804,34.90,34.90,34.10,34.50,4434113,24.47
20160805,34.50,35.15,34.35,34.90,5666704,24.75
20160808,35.00,35.10,34.65,35.00,4043087,24.82
20160809,34.85,35.05,34.80,35.00,4720704,24.82
20160810,35.00,35.10,34.60,35.05,5563376,24.86
20160811,34.65,35.00,34.60,35.00,5413571,24.82
20160812,35.00,35.00,34.70,35.00,4513594,24.82
20160815,34.95,35.00,34.75,35.00,3067235,26.12
20160816,35.00,35.00,34.60,34.85,5267757,26.01
20160817,34.80,34.80,34.15,34.20,4520553,25.52
20160818,34.20,35.10,34.15,35.10,6584104,26.19
20160819,36.00,38.00,36.00,36.75,17933143,27.43
20160822,36.75,37.80,36.60,37.60,17290465,28.06
20160823,37.60,37.60,37.05,37.55,7511834,28.02
20160824,37.55,37.95,37.20,37.55,5183714,28.02
20160825,37.60,37.90,37.55,37.80,7072822,28.21
20160826,37.80,37.80,37.45,37.60,3825844,28.06
20160829,37.60,37.95,36.60,36.80,7655978,27.46
20160830,37.05,37.05,36.10,36.25,9750445,27.05
20160831,36.25,36.50,36.10,36.25,8052267,27.05
20160901,36.10,36.25,35.05,35.25,10901935,26.31
20160902,35.40,35.75,35.20,35.75,5829071,26.68
20160905,36.10,36.50,36.10,36.40,6589141,27.16
20160906,36.45,37.50,36.30,37.50,8538341,27.99
20160907,37.50,37.70,37.15,37.50,8430859,27.99
20160908,37.50,37.55,36.45,36.50,7013084,27.24
20160909,36.05,36.20,35.60,35.75,4270873,26.68
20160910,35.10,35.80,34.95,35.50,3061363,26.49
20160912,35.05,35.10,34.60,34.70,7312683,25.90
20160913,34.70,35.00,34.10,34.40,7558437,25.67
20160914,34.20,35.05,33.95,33.95,10428547,25.34
20160919,34.00,34.60,33.90,34.60,6309088,25.82
20160920,34.50,34.55,34.15,34.50,5395132,25.75
20160921,34.50,36.30,34.35,36.30,12187219,27.09
20160922,36.60,36.60,35.50,35.80,6644601,26.72
20160923,35.85,36.20,35.30,35.80,4971524,26.72
20160926,35.80,36.45,35.70,36.05,3144998,26.90
20160929,36.65,36.70,36.10,36.60,6068304,27.31
20160930,36.25,36.30,35.60,35.65,5946051,26.60
20161003,35.80,36.20,35.75,35.75,2589194,26.68
20161004,36.20,36.20,35.65,35.95,6605167,26.83
20161005,35.60,36.40,35.60,36.40,4091742,27.16
20161006,36.40,36.65,36.05,36.60,2626905,27.31
20161007,36.60,36.70,36.35,36.65,4489520,27.35
20161011,36.85,36.85,35.80,36.05,4305098,26.90
20161012,35.90,36.80,35.85,36.05,3841588,26.90
20161013,36.05,36.05,35.00,35.00,9132910,26.12
20161014,35.10,35.90,35.10,35.85,4112120,26.75
20161017,36.05,36.10,35.15,36.05,4102988,26.90
20161018,35.85,36.45,35.75,36.40,5283911,27.16
20161019,36.40,37.35,36.40,37.35,11106706,27.87
20161020,37.35,37.50,36.60,36.90,6836904,27.54
20161021,37.00,37.10,36.70,36.70,7010339,27.39
20161024,36.75,37.15,36.75,37.00,4323590,27.61
20161025,37.50,37.80,37.20,37.45,8676694,27.95
20161026,36.95,37.80,36.95,37.55,4659407,28.02
20161027,37.35,37.55,37.05,37.55,4635559,28.02
20161028,37.45,37.80,37.20,37.80,3975660,28.21
20161031,37.45,37.95,36.90,37.85,7114399,28.25
20161101,37.25,37.70,37.20,37.35,3585384,27.87
20161102,37.00,37.05,36.20,36.25,6470202,27.05
20161103,35.90,36.15,35.85,35.90,4459764,26.79
20161104,35.85,36.05,35.55,36.05,4813332,26.90
20161107,36.05,37.10,36.05,37.10,6360580,27.69
20161108,37.30,37.65,37.05,37.50,4437476,27.99
20161109,37.80,37.95,36.05,36.30,7408671,27.09
20161110,36.90,38.20,36.90,38.15,14729334,28.47
20161111,37.50,37.85,37.10,37.50,10715274,27.99
20161114,37.40,37.75,36.85,37.05,6577921,21.67
20161115,37.10,37.40,36.70,36.70,5197016,21.46
20161116,37.20,37.25,36.55,36.55,6265248,21.37
20161117,36.55,36.55,35.95,36.20,9308073,21.17
20161118,36.10,36.15,35.60,35.85,6818114,20.96
20161121,36.00,36.80,35.80,36.80,7152516,21.52
20161122,36.70,37.20,36.60,37.10,5901102,21.70
20161123,37.15,37.15,36.75,37.15,4159779,21.73
20161124,37.00,37.05,36.55,36.75,3141512,21.49
20161125,36.50,36.75,36.50,36.75,2083440,21.49
20161128,36.75,37.10,36.55,37.00,2444939,21.64
20161129,37.00,37.00,36.50,36.60,3452766,21.40
20161130,36.90,37.05,36.55,36.85,12602006,21.55
20161201,37.30,37.35,36.90,37.10,4980345,21.70
20161202,36.70,37.25,36.70,37.10,3992950,21.70
20161205,37.10,37.10,36.55,36.70,3645304,21.46
20161206,37.25,37.30,36.70,36.95,4705907,21.61
20161207,37.10,37.20,36.75,37.05,5071268,21.67
20161208,37.10,38.00,37.05,38.00,9247238,22.22
20161209,38.00,38.00,37.55,37.95,6367803,22.19
20161212,38.00,38.30,37.60,37.90,5851578,22.16
20161213,37.90,37.90,37.45,37.85,4751396,22.13
20161214,37.85,37.85,37.60,37.70,3848724,22.05
20161215,37.50,37.70,36.90,37.05,5066706,21.67
20161216,37.05,37.20,36.55,36.65,7874722,21.43
20161219,36.60,36.60,35.90,36.00,5428506,21.05
20161220,36.20,36.30,36.05,36.25,3422971,21.20
20161221,36.40,36.40,35.85,35.90,4138637,20.99
20161222,35.90,35.90,35.00,35.00,6915998,20.47
20161223,34.90,34.95,34.35,34.35,6936379,20.09
20161226,34.40,34.85,34.00,34.25,4685948,20.03
20161227,34.30,34.30,34.05,34.10,2949091,19.94
20161228,34.20,34.50,34.15,34.50,6390960,20.18
20161229,34.50,34.50,34.20,34.20,5504753,20.00
20161230,34.50,35.15,34.30,35.15,6121039,20.56
20170103,35.45,35.45,34.80,35.15,2890982,20.56
20170104,35.20,35.30,35.00,35.25,3296820,20.61
20170105,35.00,35.25,34.90,35.25,4098017,20.61
20170106,35.30,35.30,34.90,35.25,3542625,20.61
20170109,35.25,35.35,34.90,34.90,4877900,20.41
20170110,34.80,35.15,34.65,34.95,2863568,20.44
20170111,35.15,35.85,35.05,35.80,5403483,20.94
20170112,35.85,36.30,35.70,36.30,7967333,21.23
20170113,36.30,36.40,35.70,36.00,3896119,21.05
20170116,35.80,36.05,35.60,35.80,2145899,20.94
20170117,35.90,36.00,35.55,35.55,2902410,20.79
20170118,35.45,35.55,35.30,35.45,8308000,20.73
20170119,35.20,35.20,34.60,34.65,6098231,20.26
20170120,34.80,35.10,34.75,34.95,2355242,20.44
20170123,34.50,35.80,34.50,35.75,9432643,20.91
20170124,35.75,36.00,35.30,35.40,6790602,20.70
20170202,36.25,36.30,35.30,35.30,12154811,20.64
20170203,35.25,36.00,35.20,36.00,5407188,21.05
20170206,36.05,36.05,35.55,35.60,3315263,20.82
20170207,35.40,35.50,35.20,35.25,7887754,20.61
20170208,35.25,35.45,34.95,35.20,6318414,20.58
20170209,35.00,36.30,35.00,36.30,13658435,21.23
20170210,38.20,38.80,37.80,38.20,39364540,22.34
20170213,38.20,38.20,37.60,38.00,9216710,22.22
20170214,37.35,38.20,37.35,37.80,9427952,22.11
20170215,37.80,38.25,37.70,38.05,8834192,22.25
20170216,38.10,38.15,37.55,37.65,10250490,22.02
20170217,37.65,37.65,37.10,37.50,7386370,21.93
20170218,37.50,37.60,37.15,37.30,2342287,21.81
20170220,37.30,37.35,36.50,36.60,6782081,21.40
20170221,36.70,37.40,36.70,37.05,9412229,21.67
20170222,37.45,38.40,37.25,38.20,13614782,22.34
20170223,38.30,38.30,37.65,38.00,5636826,22.22
20170224,38.00,38.10,37.65,37.65,9870769,22.02
20170301,37.65,38.25,37.60,37.70,8509295,22.05
20170302,38.00,38.90,38.00,38.15,16935050,22.31
20170303,38.15,38.55,38.00,38.00,7362110,22.22
20170306,37.90,38.10,37.75,37.80,5199164,22.11
20170307,37.80,38.25,37.80,38.20,2600079,22.34
20170308,38.20,38.45,38.15,38.15,6351161,22.31
20170309,38.00,38.00,37.50,37.50,9446829,21.93
20170310,37.30,37.30,36.85,37.00,5336924,21.64
20170313,37.20,37.95,37.20,37.60,5014808,21.99
20170314,37.60,37.90,37.45,37.80,4845441,22.11
20170315,37.70,38.40,37.55,38.20,6959294,22.34
20170316,38.20,38.50,37.90,38.00,4475521,22.22
20170317,38.15,38.40,37.95,38.20,9158312,22.34
20170320,38.00,38.20,37.90,38.15,2710369,22.31
20170321,38.00,38.40,37.85,38.40,6767923,22.46
20170322,37.95,38.00,37.75,37.90,5061425,22.16
20170323,38.15,38.25,37.70,38.00,3378905,22.22
20170324,38.00,38.10,37.80,38.00,3687099,22.22
20170327,37.85,37.85,37.55,37.75,5657656,22.08
20170328,37.80,37.80,36.90,37.15,12332096,21.73
20170329,37.40,37.70,37.25,37.70,3799461,22.05
20170330,37.65,37.65,36.85,36.85,6234143,21.42
20170331,37.10,37.20,36.30,36.30,8810234,21.10
20170405,36.40,37.20,36.40,37.05,7385595,21.54
20170406,37.20,37.45,37.10,37.30,5074098,21.69
20170407,36.95,37.25,36.50,37.15,3786727,21.60
20170410,37.15,37.15,36.85,37.00,978271,21.51
20170411,37.00,37.30,36.90,36.90,3063366,21.45
20170412,37.25,37.50,36.70,36.85,4321948,21.42
20170413,36.90,37.05,36.75,36.75,2235480,21.37
20170414,36.60,36.75,36.40,36.50,2230761,21.22
20170417,36.65,36.70,36.35,36.50,2460829,21.22
20170418,36.60,36.65,36.25,36.45,3836886,21.19
20170421,36.45,37.10,35.35,35.60,15672983,20.70
20170424,35.80,37.30,35.75,36.25,10227016,21.08
20170425,36.20,36.20,35.45,35.55,11861031,20.67
20170426,35.65,35.85,35.50,35.65,9700088,20.73
20170427,35.55,35.65,35.10,35.30,8224979,20.52
20170428,35.30,35.30,35.05,35.10,6574387,20.41
20170502,35.40,35.40,35.15,35.20,5256521,20.47
20170503,35.10,35.30,35.00,35.20,3418299,20.47
20170504,35.20,35.25,35.00,35.25,4880035,20.49
20170505,35.05,35.10,34.70,34.70,5445755,20.17
20170508,34.75,34.80,34.50,34.55,6498921,20.09
20170509,34.50,34.80,34.45,34.65,3878940,20.15
20170510,34.65,34.75,34.50,34.75,3403788,20.20
20170511,34.80,35.00,34.15,34.55,6688904,20.09
20170512,34.60,34.70,34.00,34.05,7520457,19.80
20170515,34.05,34.65,34.05,34.60,3063621,18.31
20170516,34.80,35.10,34.70,35.10,8943070,18.57
20170517,34.90,34.95,34.65,34.80,4574274,18.41
20170518,34.55,34.80,34.35,34.75,1686798,18.39
20170519,34.60,34.65,34.50,34.50,2194288,18.25
20170522,34.85,34.85,34.40,34.60,1706760,18.31
20170523,34.40,34.45,34.25,34.30,2627601,18.15
20170524,34.30,34.50,34.15,34.50,3225075,18.25
20170525,34.35,34.95,34.35,34.80,6944169,18.41
20170526,34.70,34.85,34.55,34.65,4343213,18.33
20170531,34.65,34.80,34.40,34.40,7036320,18.20
20170601,34.40,34.60,34.35,34.35,4071885,18.17
20170602,34.40,34.70,34.40,34.60,3285469,18.31
20170603,34.70,34.80,34.65,34.70,871390,18.36
20170605,34.80,34.85,34.50,34.55,5060038,18.28
20170606,34.40,34.55,34.40,34.40,4886609,18.20
20170607,34.40,34.45,34.10,34.35,6623228,18.17
20170608,34.35,34.50,34.10,34.35,3366124,18.17
20170609,34.35,34.60,34.30,34.60,3501078,18.31
20170612,34.60,34.60,34.10,34.10,3753270,18.04
20170613,34.40,34.45,34.20,34.20,1897782,18.10
20170614,34.20,34.30,34.00,34.25,2578897,18.12
20170615,34.25,34.25,33.50,34.00,5056038,17.99
20170616,33.90,33.90,33.50,33.85,8693799,17.91
20170619,33.65,33.90,33.60,33.90,4634274,17.94
20170620,33.90,34.55,33.85,34.45,4460341,18.23
20170621,34.50,34.80,34.20,34.80,5779413,18.41
20170622,34.70,34.95,34.70,34.90,3543319,18.47
20170623,34.85,34.95,34.70,34.90,2651236,18.47
20170626,34.90,35.00,34.80,35.00,4250651,18.52
20170627,35.00,35.20,34.75,34.75,4452320,18.39
20170628,34.85,35.10,34.65,35.10,3812803,18.57
20170629,35.15,35.15,34.90,35.10,3932424,18.57
20170630,35.10,35.25,34.95,35.20,3950426,18.62
20170703,35.25,35.50,35.20,35.45,5449350,18.76
20170704,35.35,35.70,35.30,35.45,7472066,18.76
20170705,35.45,35.60,35.30,35.60,5218415,18.84
20170706,35.60,35.65,35.30,35.45,3186913,18.76
20170707,35.35,35.40,35.05,35.20,3060802,18.62
20170710,35.00,35.25,34.75,35.00,3189525,18.52
20170711,34.85,35.45,34.85,35.15,3119995,18.60
20170712,35.25,35.30,34.90,34.95,4054442,18.49
20170713,35.25,35.55,35.05,35.10,5349086,18.57
20170714,35.00,35.60,34.95,35.50,6123690,18.78
20170717,35.40,35.85,35.35,35.80,7368518,18.94
20170718,35.65,36.05,35.25,35.90,6824714,18.99
20170719,35.80,36.20,35.70,36.15,8661882,19.13
20170720,36.00,36.25,35.95,36.20,6439713,19.15
20170721,36.20,36.25,36.05,36.10,5270107,19.10
20170724,36.10,36.10,35.80,36.00,7869225,19.05
20170725,34.65,34.80,34.50,34.55,9072709,18.28
20170726,34.50,34.65,34.35,34.50,8839786,18.25
20170727,34.50,35.30,34.50,35.20,17033807,18.62
20170728,35.00,35.30,34.90,35.20,11896409,18.62
20170731,35.05,35.25,34.95,35.00,8912100,18.52
20170801,34.90,35.25,34.90,35.00,6311828,18.52
20170802,35.05,35.20,34.95,35.10,4709223,18.57
20170803,34.90,35.05,34.80,34.90,6781925,18.47
20170804,34.85,35.10,34.80,34.80,6443201,18.41
20170807,34.80,35.15,34.80,35.00,7885793,18.52
20170808,34.80,35.10,34.80,35.10,5382862,18.57
20170809,35.00,35.00,34.55,34.75,6535493,18.39
20170810,34.70,34.75,34.30,34.40,5734084,18.20
20170811,34.10,34.20,34.00,34.10,9189920,18.04
20170814,34.15,34.65,34.15,34.55,7005135,17.90
20170815,34.50,34.60,34.20,34.25,6330534,17.75
20170816,34.20,34.45,34.10,34.35,5435656,17.80
20170817,34.30,34.35,34.05,34.25,4394516,17.75
20170818,34.15,34.30,34.05,34.25,7295818,17.75
20170821,34.25,34.25,34.10,34.10,2353769,17.67
20170822,34.25,34.30,34.10,34.25,4707021,17.75
20170823,34.25,34.75,34.15,34.45,9287189,17.85
20170824,34.40,34.75,34.25,34.70,4320255,17.98
20170825,34.65,34.95,34.55,34.85,4441308,18.06
20170828,34.90,34.95,34.70,34.80,3578010,18.03
20170829,34.70,34.75,34.55,34.70,3364181,17.98
20170830,34.70,34.80,34.60,34.75,5243700,18.01
20170831,34.70,34.90,34.60,34.85,6698883,18.06
20170901,34.70,34.75,34.50,34.65,4098028,17.95
20170904,34.50,34.60,34.40,34.45,3281172,17.85
20170905,34.40,34.45,34.15,34.25,6737186,17.75
20170906,34.15,34.20,34.10,34.10,4335726,17.67
20170907,34.10,34.15,33.80,33.80,8073415,17.51
20170908,33.85,34.10,33.80,34.05,4167136,17.64
20170911,34.00,34.00,33.85,33.95,4425075,17.59
20170912,33.90,33.95,33.80,33.85,5221796,17.54
20170913,33.85,33.90,33.75,33.75,4557103,17.49
20170914,33.75,33.90,33.65,33.70,5554074,17.46
20170915,33.60,33.85,33.60,33.80,10337792,17.51
20170918,34.00,34.50,33.85,34.30,12690100,17.77
20170919,34.05,34.15,33.80,33.95,13942921,17.59
20170920,33.90,34.10,33.85,33.90,10624922,17.56
20170921,33.85,33.90,33.75,33.80,6009712,17.51
20170922,33.85,33.95,33.80,33.90,6641307,17.56
20170925,33.90,34.10,33.85,34.05,6548901,17.64
20170926,33.90,34.05,33.90,34.00,7144222,17.62
20170927,33.90,34.10,33.90,33.95,4358892,17.59
20170928,33.90,33.95,33.65,33.80,7011313,17.51
20170929,33.80,33.85,33.70,33.80,4506319,17.51
20170930,33.80,33.85,33.75,33.80,761927,17.51
20171002,33.80,33.85,33.65,33.65,3803348,17.44
20171003,33.70,33.75,33.65,33.70,2411654,17.46
20171005,33.65,33.80,33.65,33.80,3818480,17.51
20171006,33.80,33.85,33.70,33.75,2930778,17.49
20171011,33.95,34.20,33.90,34.00,9503497,17.62
20171012,33.90,34.05,33.80,33.90,4256541,17.56
20171013,33.85,33.95,33.70,33.75,3944986,17.49
20171016,33.85,34.00,33.70,33.85,3491566,17.54
20171017,33.90,33.90,33.75,33.90,2370225,17.56
20171018,33.95,33.95,33.75,33.80,4344694,17.51
20171019,33.75,33.85,33.70,33.75,5175271,17.49
20171020,33.70,33.90,33.55,33.90,5544845,17.56
20171023,33.70,33.90,33.70,33.80,4129404,17.51
20171024,33.65,33.75,33.50,33.55,4539778,17.38
20171025,33.50,33.60,33.50,33.50,3160308,17.36
20171026,33.55,33.65,33.45,33.45,2953836,17.33
20171027,33.50,33.65,33.40,33.45,3308600,17.33
20171030,33.50,33.55,33.45,33.45,2933919,17.33
20171031,33.40,33.75,33.40,33.50,4424791,17.36
20171101,33.65,33.65,33.50,33.60,2575942,17.41
20171102,33.60,33.80,33.60,33.60,2410203,17.41
20171103,33.60,33.70,33.60,33.70,1352829,17.46
20171106,33.65,33.75,33.50,33.70,3349093,17.46
20171107,33.65,33.70,33.40,33.40,3346840,17.31
20171108,33.50,33.60,33.40,33.50,2979585,17.36
20171109,33.60,33.65,33.45,33.50,4348717,17.36
20171110,33.50,33.70,33.35,33.55,4460138,17.38
20171113,33.60,33.70,33.50,33.65,5119785,18.39
20171114,33.65,33.75,33.55,33.65,2527525,18.39
20171115,33.95,34.95,33.95,34.70,22812777,18.96
20171116,34.80,34.85,34.25,34.30,8848867,18.74
20171117,34.50,34.75,34.50,34.65,7145532,18.93
20171120,34.50,34.80,34.20,34.20,5643344,18.69
20171121,34.25,34.55,34.25,34.35,4933093,18.77
20171122,34.35,34.70,34.30,34.70,6629869,18.96
20171123,34.50,34.85,34.35,34.50,7662588,18.85
20171124,34.40,34.75,34.35,34.55,26124974,18.88
20171127,34.60,34.60,34.25,34.40,12051257,18.80
20171128,34.20,34.25,33.60,33.60,12572523,18.36
20171129,33.65,34.00,33.65,33.90,8504909,18.52
20171130,33.90,33.95,33.55,33.55,26474022,18.33
20171201,33.90,33.90,33.55,33.70,7123033,18.42
20171204,33.60,33.95,33.55,33.95,6593409,18.55
20171205,33.90,33.95,33.60,33.95,9422890,18.55
20171206,33.90,34.65,33.80,33.80,22611757,18.47
20171207,34.00,34.15,33.85,33.90,13793636,18.52
20171208,33.95,34.05,33.70,33.80,3200243,18.47
20171211,33.90,34.10,33.70,34.10,2431644,18.63
20171212,34.10,34.10,33.70,33.90,3099372,18.52
20171213,33.90,34.10,33.80,34.10,2613981,18.63
20171214,34.10,34.20,34.05,34.10,3018536,18.63
20171215,34.10,34.10,33.65,34.00,10035129,18.58
20171218,34.05,34.10,33.85,34.10,4315751,18.63
20171219,34.15,34.60,34.00,34.45,9853266,18.83
20171220,34.45,34.70,34.35,34.55,12409979,18.88
20171221,34.50,34.70,34.45,34.55,6137501,18.88
20171222,34.55,35.30,34.50,35.15,25247556,19.21
20171225,35.30,36.25,35.10,36.15,15153859,19.75
20171226,36.10,36.50,35.95,36.40,18802178,19.89
20171227,36.10,36.45,36.00,36.20,8808450,19.78
20171228,36.10,36.25,36.00,36.20,7612103,19.78
20171229,36.20,36.80,36.10,36.45,13039478,19.92
